user_id,item_id,score
1,5926,1
1,3859,1
1,7646,1
1,14699,1
1,16463,1
1,8786,0
1,155,1
1,7228,1
1,12318,1
1,11913,1
1,10119,1
1,9113,1
1,7365,1
1,7653,1
1,3862,1
1,4992,1
1,9097,1
1,1913,1
1,9542,0
1,1920,1
1,14337,1
1,3869,1
1,6467,1
1,4984,1
1,14709,1
1,11430,1
1,10003,0
1,8490,1
1,9541,1
1,7355,1
1,9642,1
1,8253,1
1,14334,1
1,13340,1
1,8783,1
1,10025,1
1,14703,1
1,14712,1
1,12409,1
1,8791,1
1,147,1
1,7637,1
1,6789,1
1,8037,1
1,12398,1
1,9104,1
1,5444,1
1,7790,1
1,146,1
1,12321,1
1,5447,1
1,7710,1
1,4997,1
1,11429,1
1,8032,1
1,8244,1
1,157,1
1,15725,1
1,4627,1
1,1916,1
1,6800,1
1,10009,0
1,6474,1
1,6476,1
1,12412,1
1,9111,1
1,4408,1
1,9846,1
1,8493,1
1,7650,1
1,10120,1
1,14706,1
1,13429,1
1,12319,0
1,16473,1
1,13641,1
1,6804,1
1,3875,1
1,8777,0
1,3873,0
1,12920,1
1,10010,1
1,9105,1
1,14676,1
1,7651,1
1,6793,1
1,3860,1
1,8787,0
1,7360,1
1,1912,1
1,6815,0
1,7366,1
1,5440,1
1,10011,1
1,9116,1
1,8488,1
1,6798,0
1,6806,0
1,431,1
1,17307,1
1,2,1
1,2716,1
1,14714,1
1,3513,1
1,7226,1
1,8790,1
1,154,1
1,9848,1
1,9639,0
1,12317,0
1,1917,1
1,10793,1
1,932,1
1,9992,1
1,8033,1
1,12322,1
1,6473,1
1,14512,1
1,6799,1
1,10792,1
1,3846,0
1,16376,1
1,1388,1
1,9100,1
1,1085,1
1,3864,1
1,3866,0
1,8502,1
1,16375,1
1,6820,1
1,7709,1
1,9845,1
1,8248,1
1,9636,1
1,14044,1
1,17022,1
1,14510,1
1,16257,1
1,17306,1
1,4160,1
1,3876,1
1,13968,1
1,2462,1
1,9637,1
1,6813,1
2,1944,0
2,14751,1
2,14729,1
2,15724,0
2,1411,1
2,588,1
2,1398,0
2,15771,1
2,1402,1
2,15764,0
2,1415,1
2,1925,0
2,160,0
2,17323,1
2,1098,1
2,15773,1
2,9125,1
2,163,1
2,17312,1
2,1093,1
2,1417,0
2,1413,1
2,1399,1
2,1423,1
2,14734,0
2,15770,1
2,15765,1
2,1414,1
2,14705,1
2,14680,0
2,15779,1
2,16259,0
2,1936,1
2,577,0
2,161,1
2,14728,0
2,1933,0
2,17319,0
2,15778,1
2,14735,1
2,1935,0
2,1940,1
2,589,1
2,14752,1
2,9124,1
2,1946,1
2,15725,1
2,1088,0
2,14750,1
2,1430,1
2,15768,0
2,14725,0
2,16264,1
2,14694,0
2,14724,0
2,15767,0
2,16263,0
2,11431,0
2,165,1
2,1096,1
2,12328,1
2,1412,1
2,162,0
2,1400,0
2,1097,1
2,1420,1
2,1915,0
2,10795,1
2,4,1
2,590,1
2,9122,0
2,15777,0
2,1401,0
2,11433,1
2,14747,0
2,164,1
2,15769,1
2,934,1
2,1427,1
2,14741,0
2,587,0
2,1425,1
2,583,1
2,17321,0
2,15723,1
2,16478,0
2,1422,1
2,1089,0
2,1095,0
2,1921,0
2,1926,1
2,1409,1
2,1433,1
2,1406,1
2,435,1
2,14740,1
2,1403,1
2,14723,0
2,14736,0
2,15722,0
2,14746,0
2,9126,0
2,1432,1
2,15775,1
2,8792,0
2,1395,1
2,434,0
2,1938,0
2,158,0
2,1091,0
2,14731,0
2,15776,1
2,14738,1
2,1397,0
2,1429,1
2,1092,1
2,17311,0
2,14733,0
2,14732,0
2,6,1
2,17313,0
2,1934,1
2,1424,1
2,1939,1
2,1927,0
2,1937,1
2,1932,0
2,15774,1
2,14726,1
2,1384,1
2,437,1
2,436,1
2,17320,0
2,580,0
3,12437,0
3,1441,1
3,12428,1
3,1103,1
3,6461,1
3,7366,1
3,1436,1
3,6481,1
3,7654,1
3,7230,0
3,940,1
3,12311,0
3,2962,1
3,2964,0
3,17326,0
3,7348,1
3,6471,1
3,14344,1
3,7443,1
3,945,1
3,1376,1
3,12440,0
3,1437,0
3,1952,1
3,14341,1
3,1438,1
3,3510,1
3,1435,1
3,17331,1
3,7351,1
3,12436,1
3,10123,1
3,7800,1
3,5463,1
3,8041,1
3,12940,1
3,1953,1
3,7655,1
3,2215,0
3,6483,0
3,1958,1
3,939,0
3,7386,1
3,11952,1
3,12400,0
3,12941,1
3,1443,1
3,12939,1
3,6487,1
3,12938,1
3,17324,0
3,2961,0
3,1429,1
3,12435,1
3,2968,1
3,12442,1
3,7660,1
3,7709,1
3,8513,1
3,941,1
3,7233,1
3,12321,0
3,7234,1
3,5461,1
3,928,1
3,935,1
3,6482,1
3,7716,1
3,12327,1
3,1947,1
3,1439,0
3,1915,1
3,10124,1
3,10217,1
3,1383,1
3,12443,1
3,2960,0
3,1949,1
3,14343,1
3,1430,1
3,17329,1
3,7358,1
3,8268,1
3,6479,1
3,1440,1
3,12441,1
3,1104,1
3,6478,1
3,1955,1
3,7798,1
3,7658,1
3,1370,1
3,6467,1
3,2965,0
3,944,1
3,936,1
3,1939,1
3,12439,0
3,12332,1
3,14329,0
3,12312,0
3,5432,1
3,5465,1
3,6486,1
3,12325,0
3,12333,1
3,1448,1
3,11448,0
3,1099,1
3,14340,0
3,2966,1
3,1935,0
3,10121,1
3,10214,0
3,1100,0
3,7236,1
3,12316,0
3,938,1
3,7659,1
3,7656,1
3,11446,0
3,5459,1
3,8789,0
3,7442,1
3,5947,1
3,1948,0
3,1943,1
3,10122,0
3,8038,1
3,5946,1
3,12931,1
3,6480,1
3,6473,0
3,7388,1
3,12935,1
4,8526,0
4,7242,1
4,5513,1
4,10050,1
4,5528,0
4,8531,1
4,7243,0
4,12312,1
4,8804,1
4,12937,1
4,8036,1
4,5530,1
4,7235,0
4,6465,1
4,6849,1
4,1466,1
4,7384,1
4,9875,1
4,5454,0
4,1464,1
4,7455,1
4,11711,1
4,11,1
4,8046,0
4,12398,1
4,3879,0
4,14357,1
4,9871,0
4,7343,1
4,6467,0
4,8530,1
4,7453,1
4,12911,1
4,8521,1
4,12494,1
4,14362,1
4,5425,1
4,7392,1
4,6509,0
4,12974,1
4,6478,0
4,6484,1
4,8528,1
4,14343,0
4,14354,1
4,8287,1
4,5989,1
4,6471,1
4,11930,1
4,5523,1
4,11988,1
4,5527,1
4,5994,1
4,14356,1
4,1430,1
4,6479,1
4,5965,1
4,7826,1
4,5525,1
4,7704,1
4,6473,1
4,10029,1
4,8523,1
4,1962,1
4,7349,1
4,7404,1
4,14758,0
4,6481,0
4,5990,1
4,6851,1
4,1383,1
4,7659,1
4,5985,0
4,8498,1
4,5995,1
4,5529,0
4,7829,0
4,6506,1
4,7664,1
4,14757,1
4,11712,1
4,11913,1
4,4177,1
4,5449,0
4,7741,0
4,5988,1
4,6486,1
4,6489,0
4,1465,0
4,7709,1
4,7827,1
4,9850,1
4,6510,0
4,7643,1
4,10048,0
4,6495,0
4,14360,1
4,5514,1
4,7665,0
4,8524,1
4,10297,1
4,8496,1
4,439,0
4,3570,1
4,1965,1
4,8525,0
4,3569,1
4,5516,0
4,6796,1
4,7649,0
4,7645,1
4,438,0
4,1960,0
4,7828,1
4,2218,1
4,10299,1
4,11984,0
4,6503,1
4,7830,1
4,5447,1
4,6504,0
4,7636,1
4,1963,1
4,8515,1
4,5439,1
4,5939,1
4,1365,1
4,6852,1
4,3568,0
4,1380,1
4,7731,0
4,8527,1
4,5526,1
4,7661,0
4,8497,1
4,6462,1
4,7378,1
4,5531,0
4,12972,0
4,5524,0
4,6507,1
4,8055,0
4,7454,0
4,8794,1
4,14353,1
4,5519,0
4,6482,1
4,1964,1
4,10049,1
4,2217,1
4,7663,0
4,7350,1
4,12501,1
4,6858,1
4,14513,1
4,4875,0
4,9876,1
4,7403,1
4,1467,1
4,2130,0
4,12316,1
4,5517,0
4,6480,1
5,1468,0
5,5535,1
5,10227,1
5,7658,0
5,8066,0
5,14526,0
5,12504,1
5,1383,1
5,11992,0
5,8519,1
5,14524,0
5,7403,1
5,3881,0
5,8274,0
5,7805,0
5,11994,1
5,9861,1
5,1117,0
5,7668,0
5,9137,0
5,1974,1
5,3884,0
5,14366,0
5,1476,0
5,9140,1
5,3882,0
5,12965,1
5,5997,0
5,8494,1
5,1109,1
5,12314,0
5,1970,1
5,1113,1
5,14529,0
5,11500,1
5,11989,1
5,8038,0
5,11991,0
5,1470,1
5,7672,1
5,8492,1
5,14,1
5,1389,1
5,7379,1
5,1469,0
5,7671,1
5,6859,1
5,12975,1
5,6860,1
5,14367,1
5,5942,1
5,4178,0
5,7240,1
5,2131,0
5,14527,0
5,14523,0
5,7352,1
5,2382,1
5,5939,0
5,6004,1
5,7372,1
5,14530,0
5,1914,1
5,1972,1
5,3883,0
5,11990,0
5,13,1
5,11993,1
5,5540,1
5,1473,1
5,1110,1
5,14522,0
5,1967,0
5,5498,1
5,1969,1
5,7831,1
5,12506,1
5,7711,0
5,3886,0
5,6001,1
5,6511,1
5,8495,1
5,10300,1
5,9878,1
5,7833,1
5,8534,0
5,5539,1
5,5502,1
5,12320,0
5,5998,0
5,1474,1
5,7405,1
5,14369,1
5,7368,0
5,5537,1
5,5987,0
5,12338,0
5,11995,1
5,7832,1
5,14525,1
5,5928,0
5,9837,1
5,13970,0
5,2384,1
5,1471,0
5,6003,1
5,1971,1
5,1369,1
5,7391,1
5,8533,1
5,12310,1
5,168,0
5,8491,1
6,7364,1
6,12551,1
6,16,1
6,5582,1
6,4378,0
6,4194,0
6,6921,1
6,14558,1
6,5011,0
6,10681,1
6,11497,1
6,9847,1
6,1977,1
6,14763,1
6,7360,1
6,1957,1
6,9205,1
6,5026,1
6,2467,1
6,8296,1
6,2721,0
6,1499,1
6,10317,1
6,5555,1
6,9669,1
6,9559,1
6,8538,1
6,14760,1
6,182,1
6,933,1
6,6036,1
6,3523,1
6,5575,0
6,9897,1
6,2969,1
6,10049,1
6,11954,1
6,16470,0
6,3919,1
6,3229,1
6,11301,1
6,7852,1
6,16259,0
6,615,1
6,14204,1
6,7764,1
6,5030,1
6,3916,0
6,3875,0
6,4195,1
6,6913,1
6,7409,1
6,5021,1
6,15784,0
6,5015,1
6,12332,1
6,9201,1
6,2466,0
6,8676,1
6,9892,1
6,12323,0
6,8541,1
6,9196,1
6,10679,1
6,7687,1
6,14779,1
6,614,1
6,7709,0
6,5029,1
6,606,1
6,9200,1
6,14785,1
6,14765,0
6,9124,1
6,6488,1
6,14775,0
6,10067,1
6,7388,1
6,6916,1
6,9089,1
6,3897,1
6,14559,1
6,9198,1
6,9861,1
6,11429,1
6,10012,0
6,10800,1
6,14566,1
6,6481,1
6,16265,0
6,14565,0
6,6816,0
6,10677,0
6,5496,1
6,12025,1
6,8056,1
6,2971,1
6,11721,1
6,12512,1
6,2220,1
6,9199,1
6,10683,1
6,10025,0
6,8549,1
6,10799,0
6,9202,1
6,14555,1
6,13402,0
6,12549,1
6,9190,1
6,6803,1
6,9556,0
6,7407,1
6,14381,1
6,12310,0
6,9665,0
6,7856,1
6,8783,1
6,4632,0
6,6035,1
6,14774,0
6,15780,1
6,6030,1
6,7661,1
6,9188,1
6,3918,1
6,6034,0
6,11904,1
6,14562,1
6,610,1
6,7471,1
6,9895,0
6,6031,1
6,10054,1
6,9991,1
6,5518,0
6,5028,0
6,1978,1
6,440,0
6,11956,1
6,1927,1
6,7857,1
6,7343,1
6,1492,0
6,10682,1
6,9557,1
6,14771,1
6,14762,1
6,5580,1
6,7665,0
6,14787,1
6,7638,1
6,6912,1
6,5577,1
6,14769,1
6,10013,0
6,6033,0
6,10314,1
6,12327,1
6,4193,0
6,6917,1
6,14563,0
6,10068,1
6,6493,1
6,11960,1
6,3911,1
6,4379,1
6,3871,1
6,3881,1
6,12319,1
6,9874,1
6,8795,1
6,5027,1
6,11927,1
6,12958,1
6,8810,1
6,5476,1
6,9106,0
6,12544,1
6,7455,1
6,10004,1
6,14720,1
6,12912,1
6,12922,1
6,5017,0
6,8677,1
6,14784,1
6,10805,1
6,1424,1
6,10137,1
6,4989,1
6,609,0
6,7675,1
6,5561,1
6,1944,1
6,14772,1
6,6914,0
6,10065,1
6,14777,1
6,10316,1
6,12331,1
6,6471,1
6,1496,0
6,14549,0
6,12022,1
6,6911,1
6,14114,1
6,9115,1
6,7668,1
6,619,0
6,5435,0
6,3577,1
6,15721,0
6,5024,1
6,3227,1
6,5020,1
6,949,1
6,16492,0
6,4631,0
6,14773,0
6,5019,1
6,14523,1
6,1489,1
6,4381,1
6,11723,1
6,10804,1
6,13924,1
6,14552,1
6,177,0
6,5563,1
6,9192,1
6,1951,0
6,9663,1
6,1500,1
6,7378,1
6,14761,0
6,7671,1
6,12998,1
6,12020,1
6,5016,1
6,13430,0
6,13000,1
6,12550,1
6,9189,1
6,2719,1
6,8550,1
6,8551,1
6,9195,1
6,3915,1
6,7761,0
6,5010,1
6,1368,1
6,10007,1
6,11182,0
6,5014,1
6,611,1
6,6792,1
6,8516,1
6,6032,1
6,13404,0
6,3525,1
6,607,1
6,7703,1
6,8253,0
6,8807,0
6,10313,0
6,8776,1
6,3574,1
6,10678,0
6,11435,0
6,10026,1
6,14764,0
6,1493,1
6,8824,1
6,6505,1
6,12485,1
6,7758,1
6,6784,1
6,7391,1
6,7766,1
6,14512,0
6,1120,1
6,3576,1
6,2972,1
6,5480,1
6,10311,1
6,3910,1
6,9875,1
6,181,1
6,4410,1
6,17335,1
6,12548,1
6,10139,1
6,15785,1
6,10017,0
6,3923,1
6,6871,0
6,13001,1
6,9558,1
6,17336,1
6,8088,1
6,6918,1
6,4630,1
6,8547,1
6,1956,1
6,1119,1
6,14325,1
6,617,1
6,10000,1
6,9204,1
6,9880,1
6,8822,0
6,10053,0
6,5018,1
6,9197,1
6,8298,0
6,7686,1
6,16499,1
6,5002,1
6,6920,1
6,10680,0
6,1495,1
6,8548,1
6,608,1
6,10803,1
6,4380,1
6,7353,1
6,14766,1
6,12021,1
6,4876,1
6,7667,1
6,7642,1
6,16495,0
6,3917,0
6,6038,1
6,16498,1
6,6915,1
6,153,1
6,6778,1
6,3922,0
6,12496,1
6,16497,0
6,175,1
6,3912,1
6,14778,0
6,9655,1
6,605,1
6,11181,1
6,9560,1
6,11502,1
6,8522,1
6,12330,1
6,12997,1
6,5581,0
6,14768,1
6,9849,1
6,7740,0
6,3914,1
6,950,1
6,9882,1
6,12322,1
7,5581,1
7,7778,0
7,184,1
7,8102,1
7,10042,1
7,10302,1
7,13441,1
7,3934,1
7,16478,1
7,5590,0
7,3933,0
7,14568,1
7,6878,0
7,15793,1
7,11452,1
7,5539,1
7,6495,1
7,9229,1
7,4635,1
7,1982,1
7,7239,1
7,8790,1
7,9876,1
7,10145,1
7,3949,0
7,15786,0
7,8101,0
7,5504,1
7,10300,1
7,7712,1
7,12023,1
7,13434,1
7,2463,0
7,7756,0
7,14334,1
7,13432,0
7,14401,1
7,14397,0
7,8644,1
7,6895,1
7,10026,1
7,10074,1
7,7351,1
7,3882,1
7,14561,1
7,10287,1
7,8485,0
7,16479,0
7,8555,1
7,148,1
7,5052,1
7,17339,1
7,10050,0
7,3909,0
7,9221,0
7,5044,1
7,9225,1
7,7673,0
7,8783,1
7,10077,0
7,3938,0
7,8516,1
7,13437,0
7,11451,1
7,3945,1
7,7686,1
7,5601,1
7,7388,1
7,12966,1
7,14523,1
7,15789,1
7,14549,0
7,5050,0
7,16499,1
7,6934,1
7,5041,1
7,6936,1
7,13436,1
7,8800,1
7,16510,0
7,11187,1
7,15734,1
7,9686,1
7,4130,1
7,8557,1
7,12039,1
7,9102,1
7,14753,1
7,11724,1
7,9231,1
7,16505,1
7,10330,1
7,623,1
7,7779,1
7,13431,0
7,8556,0
7,5007,1
7,12014,1
7,7360,1
7,3943,1
7,6468,1
7,3528,1
7,164,1
7,11727,1
7,3940,1
7,14798,0
7,1979,0
7,1981,1
7,11185,1
7,10314,1
7,16512,0
7,629,1
7,6938,1
7,9219,1
7,14792,1
7,8108,1
7,2963,1
7,7666,1
7,4633,1
7,1467,1
7,14791,1
7,10032,0
7,3884,0
7,3936,1
7,16508,1
7,598,0
7,7255,1
7,7775,1
7,7652,1
7,9182,1
7,6059,1
7,12574,1
7,6463,1
7,7657,1
7,14391,1
7,10024,1
7,9903,1
7,7481,1
7,7776,0
7,5604,1
7,13003,1
7,14353,0
7,3947,1
7,14354,1
7,16519,1
7,5598,1
7,12420,1
7,8538,0
7,5602,1
7,6520,1
7,12038,1
7,11981,0
7,8792,1
7,5040,1
7,10329,1
7,7731,0
7,11503,0
7,14536,0
7,3941,1
7,5596,1
7,5003,1
7,7752,1
7,14795,0
7,14518,1
7,9902,1
7,6924,1
7,625,0
7,16523,0
7,8802,0
7,11183,0
7,6798,0
7,624,0
7,12042,1
7,3951,1
7,16517,0
7,12478,1
7,5053,1
7,5047,1
7,15728,1
7,9123,0
7,6462,1
7,627,1
7,11500,0
7,9227,1
7,9870,1
7,12573,1
7,14788,0
7,3948,1
7,14540,1
7,6055,1
7,5008,1
7,16524,0
7,7780,0
7,1504,1
7,8,1
7,12330,1
7,16476,0
7,6937,1
7,6803,1
7,8831,0
7,14794,0
7,14800,1
7,15790,0
7,13011,1
7,2473,1
7,16470,1
7,11428,0
7,14751,1
7,8487,1
7,11499,1
7,7803,1
7,13439,1
7,15788,1
7,3240,1
7,953,1
7,14793,1
7,14343,0
7,5440,1
7,15739,1
7,2472,1
7,7831,1
7,10328,0
7,14511,1
7,14727,1
7,9223,1
7,626,1
7,5595,1
7,14398,1
7,10060,0
7,7396,1
7,8558,1
7,7468,1
7,8492,1
7,12485,1
7,3900,0
7,4198,1
7,7747,1
7,6796,1
7,14810,1
7,9846,1
7,14802,1
7,15735,1
7,14392,0
7,5477,1
7,13407,0
7,7357,1
7,7638,1
7,9203,1
7,13380,0
7,6527,1
7,8805,1
7,11454,1
7,9136,1
7,5048,1
7,7358,1
7,12942,0
7,9218,1
7,15729,0
7,8305,1
7,2470,1
7,9685,1
7,7647,1
7,7681,0
7,441,1
7,14339,0
7,9232,1
7,6857,1
7,13347,0
7,1501,1
7,14797,0
7,16522,0
7,9684,1
7,14807,1
7,7390,1
7,5034,1
7,8539,1
7,14349,1
7,2471,1
7,13014,1
7,7373,1
7,8242,1
7,6935,1
7,927,1
7,6054,1
7,16520,1
7,7861,1
7,9171,1
7,11498,0
7,16515,1
7,14571,0
7,13435,0
7,3923,1
7,12571,1
7,7690,1
7,8553,1
7,9857,1
7,14393,0
7,9190,1
7,7691,1
7,3946,1
7,12037,1
7,13438,1
7,9184,0
7,9216,1
7,9871,1
7,14562,1
7,7772,0
7,3915,1
7,14557,1
7,7774,1
7,14796,1
7,2469,0
7,10147,1
7,5597,1
7,9836,1
7,5042,1
7,13013,1
7,14811,1
7,10075,1
7,14573,1
7,6526,1
7,17338,1
7,11906,1
7,3863,0
7,2952,1
7,9154,1
7,7412,1
7,8306,1
7,5045,0
7,9997,1
7,14803,1
7,10331,1
7,14572,1
7,9207,1
7,8106,1
7,2221,1
7,9230,1
7,12575,1
7,14395,1
7,12936,1
7,13433,0
7,8530,1
7,9142,0
7,8679,1
7,188,1
7,7365,1
7,13348,0
7,185,1
7,8657,0
7,11496,1
7,8105,1
7,7641,1
7,13009,1
7,3907,1
7,7789,1
7,3937,1
7,10072,1
7,14389,0
7,16511,1
7,16525,0
7,7860,1
7,14394,1
7,2468,0
7,5046,1
7,8107,1
7,4210,1
7,6940,1
7,14363,1
7,9234,1
7,6509,1
7,14559,0
7,7773,1
7,16521,1
7,11933,0
7,3241,1
7,13008,1
7,16477,1
7,14813,1
7,12960,0
7,9224,1
7,14400,1
7,1375,1
7,586,0
7,16518,0
7,16513,0
7,8255,1
7,3932,1
7,4173,1
7,6058,1
7,12982,1
7,7742,1
7,14553,1
7,15760,1
7,9885,0
7,16506,0
7,3912,1
7,11922,1
7,7723,1
7,14519,1
7,14805,0
7,8684,1
7,3950,1
7,14734,1
8,14763,1
8,6811,0
8,11956,1
8,8242,0
8,8119,1
8,6073,0
8,7863,1
8,9684,1
8,5597,1
8,6949,1
8,8055,1
8,5425,0
8,4227,0
8,4181,0
8,9129,1
8,5924,1
8,9890,0
8,955,1
8,9905,0
8,3889,1
8,11501,1
8,6533,1
8,5586,1
8,12399,1
8,4192,0
8,5448,0
8,7259,1
8,6924,1
8,3953,1
8,9239,0
8,12567,1
8,4212,0
8,7469,1
8,9228,0
8,6536,1
8,4639,1
8,10155,1
8,9256,1
8,4879,0
8,9251,0
8,6474,1
8,10340,1
8,13966,1
8,8561,1
8,15795,1
8,9156,1
8,6537,0
8,4881,1
8,9145,1
8,1511,0
8,8690,0
8,11508,1
8,11507,1
8,14410,1
8,8828,0
8,9247,0
8,14328,1
8,4221,1
8,11436,1
8,4233,0
8,7380,1
8,12413,0
8,8112,0
8,6931,1
8,1442,1
8,12549,1
8,5626,1
8,9880,1
8,12963,1
8,14115,1
8,12488,1
8,8781,0
8,9856,0
8,4412,1
8,7489,0
8,7869,1
8,9224,1
8,6063,0
8,8053,1
8,1930,0
8,4201,1
8,8067,1
8,6961,0
8,9126,1
8,9255,0
8,4177,1
8,1406,1
8,9144,1
8,12324,1
8,3473,1
8,3954,1
8,9866,1
8,954,1
8,11304,1
8,12581,1
8,5515,0
8,14568,1
8,2385,1
8,3475,1
8,14823,1
8,10334,1
8,8686,0
8,8111,1
8,2974,0
8,3856,0
8,7840,1
8,9257,1
8,8532,1
8,10154,1
8,1971,0
8,9253,1
8,3901,1
8,8539,1
8,8047,0
8,6068,1
8,4230,0
8,14824,1
8,9222,1
8,6534,0
8,7817,1
8,8646,0
8,8804,1
8,14515,0
8,6947,1
8,14767,1
8,4219,0
8,10292,0
8,8082,1
8,3855,1
8,12320,0
8,9238,1
8,14348,1
8,13444,0
8,443,0
8,10015,0
8,10313,0
8,10152,0
8,7757,1
8,6895,1
8,8093,1
8,9130,1
8,9180,1
8,7413,1
8,7754,0
8,9170,0
8,9118,0
8,8688,1
8,12503,1
8,8683,0
8,8661,1
8,6814,0
8,1939,0
8,7485,1
8,13442,0
8,12935,0
8,2223,0
8,7364,1
8,4228,0
8,6490,1
8,5539,0
8,6530,1
8,7403,1
8,5489,0
8,1983,0
8,9567,1
8,10339,1
8,6463,1
8,4640,1
8,6897,0
8,7367,0
8,12322,1
8,5994,1
8,8680,0
8,20,0
8,6066,0
8,13409,0
8,16257,0
8,7343,0
8,8563,1
8,6953,0
8,189,0
8,7789,0
8,5431,0
8,12966,0
8,4216,0
8,6070,1
8,4178,1
8,12522,0
8,4223,0
8,8031,1
8,6075,1
8,4210,0
8,6074,1
8,4213,0
8,8115,0
8,5619,0
8,5616,0
8,6963,0
8,1439,1
8,7864,1
8,11434,1
8,632,1
8,12334,0
8,12315,1
8,5615,1
8,11720,1
8,6833,0
8,12968,1
8,7365,1
8,8308,1
8,8120,1
8,12434,0
8,10325,0
8,1112,1
8,6538,0
8,14816,1
8,7722,1
8,8560,1
8,6799,0
8,4199,0
8,18,0
8,6505,1
8,7484,0
8,9566,0
8,10017,0
8,9204,1
8,9904,1
8,1951,1
8,9221,1
8,16378,0
8,4217,0
8,9243,0
8,9131,0
8,9689,0
8,13005,1
8,12051,1
8,12585,1
8,7725,1
8,6473,0
8,6929,0
8,3242,0
8,10332,1
8,9112,1
8,12919,1
8,1975,1
8,10150,0
8,4231,0
8,7344,1
8,9242,1
8,10223,1
8,12588,1
8,5426,0
8,12568,0
8,6069,0
8,7703,1
8,1509,1
8,6806,0
8,12338,1
8,13972,1
8,9240,0
8,9151,0
8,4154,0
8,12398,1
8,2955,1
8,6076,1
8,3476,1
8,5621,1
8,9855,1
8,9690,0
8,8058,1
8,7847,0
8,8689,0
8,6957,0
8,9886,1
8,5492,0
8,9244,1
8,8113,1
8,4225,0
8,1958,1
8,7865,0
8,14339,1
8,14821,0
8,6064,0
8,5614,1
8,7776,1
8,9254,1
8,1508,0
8,9223,1
8,14818,1
8,10151,1
8,5599,1
8,7736,0
8,1432,1
8,7348,1
8,5625,0
8,6540,1
8,15794,1
8,8687,0
8,14822,1
8,6882,0
8,5540,0
8,9099,1
8,5495,1
8,21,1
8,13017,1
8,7444,1
8,11305,1
8,3921,1
8,12587,1
8,8095,0
8,8562,1
8,6489,1
8,3929,0
8,12589,0
8,9840,1
8,6819,1
8,6071,1
8,1387,1
8,5546,1
8,7486,0
8,4214,0
8,3952,0
8,9142,0
8,8079,0
8,7353,1
8,7450,0
8,10338,0
8,4198,0
8,7688,0
8,9199,0
8,4131,1
8,6818,1
8,5624,0
8,10080,1
8,8097,0
8,3584,1
8,12323,0
8,5580,1
8,10333,1
8,12965,1
8,7253,1
8,12052,0
8,8033,0
8,10684,0
8,7357,1
8,12037,1
8,9848,1
8,9249,0
8,7358,1
8,5449,1
8,7723,1
8,7349,1
8,5613,1
8,8516,1
8,13443,0
8,4172,0
8,6948,1
8,8553,1
8,7868,1
8,5609,0
